id,firstname,lastname,birthdate,country,position,foot,height
3065,Charly Junior,Musonda,1996-10-15,Belgium,Midfielder,right,173
3066,Paulo Dino,Gazzaniga,1992-01-02,Argentina,Goalkeeper,right,185
3067,Jordon,Ibe,1995-12-08,England,Midfielder,right,176
3068,James,Ward-Prowse,1994-11-01,England,Midfielder,right,173
3069,Charlie,Taylor,1993-09-18,England,Defender,left,185
3070,Dwight,Gayle,1990-10-17,England,Forward,right,177
3071,Arthur,Masuaku,1993-11-07,France,Defender,left,179
3072,Loris,Karius,1993-06-22,Germany,Goalkeeper,right,190
3073,Alex,Pritchard,1993-05-03,England,Midfielder,right,171
3074,Michael,Keane,1993-01-11,England,Defender,right,188
3075,Paul,Dummett,1991-09-26,England,Defender,left,183
3076,Luke,Shaw,1995-07-12,England,Defender,left,185
3077,Sead,Kola\u0161inac,1993-06-20,Germany,Defender,left,183
3078,Isaac,Hayden,1995-03-22,England,Midfielder,right,187
3079,Anthony,Martial,1995-12-05,France,Forward,right,184
3080,Will,Hughes,1995-04-17,England,Midfielder,left,185
3081,Tom,Smith,1992-04-14,England,Defender,right,186
3082,Alexander,S\u00f8rloth,1995-12-05,Norway,Forward,right,194
3083,Javier,Manquillo Gait\u00e1n,1994-05-05,Spain,Defender,right,180
3084,El-Hadji Baye Oumar,Niasse,1990-04-18,Senegal,Forward,right,182
3085,Matt,Macey,1994-09-09,England,Goalkeeper,right,198
3086,Calum,Chambers,1995-01-20,England,Defender,right,182
3087,H\u00e9ctor,Beller\u00edn Moruno,1995-03-19,Spain,Defender,right,178
3088,Steve,Mouni\u00e9,1994-09-29,Benin,Forward,right,190
3089,Sofiane,Boufal,1993-09-17,France,Midfielder,right,170
3090,Daniel,Amartey,1994-12-21,Ghana,Midfielder,right,186
3091,Andrew,Robertson,1994-03-11,Scotland,Defender,left,178
3092,Sam,Byram,1993-09-16,England,Defender,right,180
3093,Ayoze,P\u00e9rez Guti\u00e9rrez,1993-07-29,Spain,Forward,right,179
3094,Jeremie,Boga,1997-01-03,France,Forward,right,174
3095,Jon,Gorenc-Stankovi\u010d,1996-01-14,Slovenia,Defender,right,190
3096,Jerome,Sinclair,1996-09-20,England,Forward,right,181
3097,Joel,Pereira Castro,1996-06-28,Switzerland,Goalkeeper,right,188
3098,Tyrone,Mings,1993-03-19,England,Defender,left,196
3099,Freddie,Woodman,1997-03-04,England,Goalkeeper,right,187
3100,Ja\u00efro,Riedewald,1996-09-09,Netherlands,Defender,left,182
3101,Lys,Mousset,1996-02-08,France,Forward,right,184
3102,Alfie,Mawson,1994-01-19,England,Defender,right,188
3103,Solly,March,1994-07-20,England,Midfielder,left,180
3104,DeAndre,Yedlin,1993-07-09,United States,Defender,right,173
3105,Isaiah,Brown,1997-01-07,England,Forward,right,182
3106,Robert Kenedy,Nunes do Nascimento,1996-02-08,Brazil,Midfielder,left,182
3107,Eric Bertrand,Bailly,1994-04-12,C\u00f4te d'Ivoire,Defender,right,187
3108,Emerson,Hyndman,1996-04-09,United States,Midfielder,right,170
3109,Erdal,Rakip,1996-02-13,Sweden,Midfielder,right,179
3110,Georges-Kevin,N'Koudou Mbida,1995-02-13,France,Forward,right,175
3111,Joel,Coleman,1995-09-26,England,Goalkeeper,right,190
3112,Joe,Lolley,1992-08-25,England,Midfielder,left,178
3113,Connor,Mahoney,1997-02-12,England,Midfielder,left,175
3114,Fousseni,Diabat\u00e9,1995-10-18,France,Forward,left,175
3115,Kasey,Palmer,1996-11-09,England,Midfielder,right,175
3116,Ainsley,Maitland-Niles,1997-08-29,England,Midfielder,right,177
3117,Jordan,Hugill,1992-06-04,England,Forward,right,183
3118,Matt,Targett,1995-09-18,Scotland,Defender,left,183
3119,Demarai,Gray,1996-06-28,England,Midfielder,right,180
3120,Oluwatosin,Adarabioyo,1997-09-24,England,Defender,right,196
3121,Nikola,Vla\u0161i\u0107,1997-10-04,Croatia,Midfielder,right,178
3122,Jonjoe,Kenny,1997-03-15,England,Defender,right,176
3123,Dominic,Solanke,1997-09-14,England,Forward,right,185
3124,Oliver,McBurnie,1996-06-04,Scotland,Forward,right,188
3125,Antonio,Mart\u00ednez L\u00f3pez,1997-06-30,Spain,Forward,right,187
3126,Fikayo,Tomori,1997-12-19,Canada,Defender,right,185
3127,Kyle,Scott,1997-12-22,England,Midfielder,right,172
3128,Dodi,Lukebakio,1997-09-24,Congo DR,Midfielder,left,187
3129,Dominic,Calvert-Lewin,1997-03-16,England,Forward,right,176
3130,Jacob,Murphy,1995-02-24,England,Midfielder,right,173
3131,Reece,Burke,1996-09-02,England,Defender,right,189
3132,Sullay,Kaikai,1995-08-26,England,Midfielder,right,178
3133,Sam,McQueen,1995-02-06,England,Midfielder,left,181
3134,Lewis,Cook,1997-02-03,England,Midfielder,right,175
3135,Joshua,Sims,1997-03-28,England,Midfielder,left,168
3136,Philip,Billing,1996-06-11,Denmark,Midfielder,left,197
3137,Jaros\u0142aw,Jach,1994-02-17,Poland,Defender,left,190
3138,Mikel,Merino Zaz\u00f3n,1996-06-22,Spain,Midfielder,left,187
3139,Tammy,Abraham,1997-10-02,England,Forward,right,190
3140,Oliver,Burke,1997-04-07,Scotland,Midfielder,right,188
3141,Eddie,Nketiah,1999-05-30,England,Forward,right,178
3142,Joe,Willock,1999-08-20,England,Midfielder,right,179
3143,Dujon,Sterling,1999-10-24,England,Defender,right,180
3144,Trevoh,Chalobah,1999-07-05,Sierra Leone,Defender,right,190
3145,Tom,Davies,1998-06-30,England,Midfielder,right,180
3146,Lukas,Nmecha,1998-12-14,England,Forward,right,183
3147,Layton,Ndukwu,1998-09-07,England,Forward,left,0
3148,Dion,Henry,1997-09-12,England,Goalkeeper,right,191
3149,Mason,Holgate,1996-10-22,England,Defender,right,184
3150,Sead,Hak\u0161abanovi\u0107,1999-05-04,Sweden,Midfielder,right,174
3151,Cameron,Carter-Vickers,1997-12-31,England,Defender,right,183
3152,Matt,Butcher,1997-05-14,England,Midfielder,left,188
3153,Josh,Cullen,1996-04-07,England,Midfielder,right,175
3154,Harry,Souttar,1998-10-22,Scotland,Defender,right,198
3155,Kazaiah,Sterling,1998-11-09,England,Forward,right,175
3156,Rob,Holding,1995-09-20,England,Defender,right,189
3157,Alex,Palmer,1996-08-10,England,Goalkeeper,right,191
3158,Marcus,Browne,1997-12-18,England,Midfielder,right,179
3159,Grady,Diangana,1998-04-19,England,Midfielder,left,181
3160,Moses,Makasi,1995-09-22,England,Midfielder,"""""",0
3161,Declan,Rice,1999-01-14,England,Defender,right,185
3162,Jordi,Osei-Tutu,1998-10-02,England,Defender,right,0
3163,Sam,Hughes,1997-04-15,England,Midfielder,"""""",0
3164,Axel,Tuanzebe,1997-11-14,Congo DR,Defender,right,185
3165,Timothy,Fosu-Mensah,1998-01-02,Netherlands,Defender,right,190
3166,Scott,McTominay,1996-12-08,England,Midfielder,right,193
3167,Reiss,Nelson,1999-12-10,England,Midfielder,right,176
3168,Domingos,Quina,1999-11-18,Guinea-Bissau,Midfielder,right,173
3169,Lasse,S\u00f8rensen,1999-10-21,Denmark,Midfielder,right,185
3170,Jayson,Molumby,1999-08-06,Ireland Republic,Midfielder,right,177
3171,Jonathan,Leko,1999-04-24,Congo DR,Forward,right,183
3172,Jordan,Williams,1999-10-22,England,Defender,right,179
3173,Tyrese,Campbell,1999-12-28,England,Forward,left,183
3174,Keshi,Anderson,1995-04-06,England,Forward,right,175
3175,Alfie,Whiteman,1998-10-02,England,Goalkeeper,right,186
3176,Kyle,Walker-Peters,1997-04-13,England,Defender,right,174
3177,Brahim,Abdelkader Diaz,1999-08-03,Spain,Midfielder,right,170
3178,Konstantinos,Mavropanos,1997-12-11,Greece,Defender,right,192
3179,Jack,Simpson,1997-01-08,England,Defender,right,178
3180,Josh,Tymon,1999-05-22,England,Defender,left,178
3181,Hamza,Choudhury,1997-10-01,England,Midfielder,right,178
3182,Ethan,Ampadu,2000-09-14,England,Defender,right,182
3183,Aaron,Ramsdale,1998-05-14,England,Goalkeeper,right,188
3184,Sam,Field,1998-05-08,England,Midfielder,left,185
3185,Abdelhamid,Sabiri,1996-11-28,Morocco,Midfielder,right,183
3186,Kane,Wilson,2000-03-11,England,Defender,right,178
3187,Aiden,O'Neill,1998-07-04,Australia,Midfielder,right,178
3188,Phil,Foden,2000-05-28,England,Midfielder,left,175
3189,Nathan,Ferguson,2000-10-06,England,Defender,right,181
3190,Max,Melbourne,1998-10-24,England,Defender,"""""",0
3191,Rekeem,Harper,2000-03-08,England,Midfielder,right,188
3192,Rayhaan Rahim Amari,Tulloch,2001-01-20,England,Forward,right,0
3193,Beni,Baningime,1998-09-09,Congo DR,Midfielder,right,178
3194,Michael,Obafemi,2000-07-06,Ireland Republic,Forward,right,169
3195,Nathan,Trott,1998-11-21,Bermuda,Goalkeeper,"""""",0
3196,Joy,Mukena,1999-07-03,England,Defender,"""""",0
3197,Thomas,Edwards,1999-01-22,England,Defender,right,175
3198,Ben,Johnson,2000-01-24,England,Defender,right,175
3199,Tashan,Oakley-Boothe,2000-02-14,England,Midfielder,right,182
3200,Julien,Ngoy,1997-11-02,Belgium,Forward,right,185
3201,Harvey,Barnes,1997-12-09,England,Midfielder,right,174
3202,Callum,Hudson-Odoi,2000-11-07,England,Midfielder,right,182
3203,Juan Marcos,Foyth,1998-01-12,Argentina,Defender,right,182
3204,Aaron,Wan-Bissaka,1997-11-26,England,Defender,right,183
3205,Carl,Stewart,1997-05-02,England,Midfielder,"""""",174
3206,Michael,Folivi,1998-02-25,England,Forward,right,180
3207,Kyle,Jameson,1998-09-11,England,Defender,left,186
3208,Nya,Kirby,2000-01-31,England,Midfielder,right,173
3209,Jason,Eyenga-Lokilo,1998-09-17,Belgium,Forward,left,175
3210,Levi,Lumeka,1998-09-05,England,Forward,right,170
3211,Dwight,McNeil,1999-11-22,England,Midfielder,"""""",0
3212,Bastian,Schweinsteiger,1984-08-01,Germany,Midfielder,right,183
3213,Daniel,Pudil,1985-09-27,Czech Republic,Defender,left,185
3214,Neil,Taylor,1989-02-07,Wales,Defender,left,176
3215,Joe,Ledley,1987-01-23,Wales,Midfielder,left,183
3216,Jonathan,Williams,1993-10-09,England,Midfielder,right,168
3217,Jefferson Antonio,Montero Vite,1989-09-01,Ecuador,Midfielder,right,169
3218,Shani,Tarashaj,1995-02-07,Switzerland,Forward,right,176
3219,Clinton Mua,N'Jie,1993-08-15,Cameroon,Forward,right,175
3220,Conor,Masterson,1998-09-08,Ireland Republic,Defender,right,189
3221,Ryan,Kent,1996-11-11,England,Midfielder,right,172
3222,Graziano,Pell\u00e8,1985-07-15,Italy,Forward,right,193
3223,Stephen,Quinn,1986-04-01,Ireland Republic,Midfielder,left,168
3224,Juan,Cruz Diaz Esp\u00f3sito,2000-04-25,Spain,Forward,null,0
3225,William,De Camargo,1999-02-27,Brazil,Midfielder,"""""",0
3226,Daniel,Rebollo Franco,1999-01-01,Spain,Goalkeeper,"""""",0
3227,Miguel Angel,Rubio Lestan,1998-03-11,Spain,Defender,"""""",0
3228,Augusto Mat\u00edas,Fern\u00e1ndez,1986-04-10,Argentina,Midfielder,right,177
3229,Bruno Alexandre,Vilela Gama,1987-11-15,Portugal,Midfielder,right,175
3230,Osvaldo Nicol\u00e1s Fabi\u00e1n,Gait\u00e1n,1988-02-23,Argentina,Midfielder,left,174
3231,Aythami,Artiles Oliva,1986-04-02,Spain,Defender,right,185
3232,Nicol\u00e1s Ezequiel,Gorosito,1988-08-17,Argentina,Defender,right,186
3233,Jos\u00e9 Antonio,Garc\u00eda Rabasco,1986-09-29,Spain,Midfielder,right,177
3234,Juan,Torres Ruiz,1989-11-26,Spain,Defender,right,186
3235,Olarenwaju Ayoba,Kayode,1993-05-08,Nigeria,Forward,right,176
3236,Alejandro,Arribas Garrido,1989-05-01,Spain,Defender,right,182
3237,Aleksandar,Katai,1991-02-06,Serbia,Midfielder,right,179
3238,C\u00e9dric,Bakambu,1991-04-11,France,Forward,right,182
3239,Tiago Manuel,Dias Correia,1990-07-12,Portugal,Midfielder,right,190
3240,Jonathan,Viera Ramos,1989-09-21,Spain,Midfielder,right,171
3241,Jonathan,Rodr\u00edguez Men\u00e9ndez,1991-07-09,Spain,Midfielder,left,179
3242,\u00c1lvaro,Garc\u00eda V\u00e1zquez,1991-04-27,Spain,Forward,right,182
3243,Hern\u00e1n Daniel,Santana Trujillo,1990-08-26,Spain,Midfielder,right,181
3244,\u00d3scar David,Romero Villamayor,1992-07-04,Paraguay,Midfielder,left,176
3245,Miguel \u00c1ngel,Garrido Cifuentes,1990-10-05,Spain,Defender,right,174
3246,Juan Jos\u00e9,Narv\u00e1ez Solarte,1995-02-12,Colombia,Midfielder,right,181
3247,Robert,Ib\u00e1\u00f1ez Castro,1993-03-22,Spain,Midfielder,right,175
3248,Mamadou,Kon\u00e9,1991-12-25,C\u00f4te d'Ivoire,Forward,right,176
3249,Andrew,Hjulsager,1995-01-15,Denmark,Midfielder,right,175
3250,Ander,Cantero Armend\u00e1riz,1995-01-09,Spain,Goalkeeper,left,189
3251,Manuel Jes\u00fas,V\u00e1zquez Florido,1991-01-25,Spain,Forward,left,177
3252,Ager,Aketxe Barrutia,1993-12-30,Spain,Midfielder,left,175
3253,Luis Miguel,Quezada S\u00e1nchez,1996-02-11,Spain,Defender,left,171
3254,Roberto,Olabe del Arco,1996-05-05,Spain,Midfielder,left,175
3255,Aldo,One Esteve,1996-01-05,Spain,Defender,left,183
3256,Mat\u00edas Nahuel,Leiva Esquivel,1996-11-22,Argentina,Midfielder,right,172
3257,Walter Iv\u00e1n,Montoya,1993-06-21,Argentina,Midfielder,right,172
3258,Mario,Gonz\u00e1lez Guti\u00e9rrez,1996-02-25,Spain,Forward,right,182
3259,Leonardo Gabriel,Su\u00e1rez,1996-03-03,Argentina,Midfielder,left,167
3260,Francisco Borja,Lasso de la Vega Gay\u00e1n,1994-01-01,Spain,Midfielder,right,178
3261,Emanuel,Cecchini,1996-12-24,Argentina,Midfielder,right,180
3262,Carlos,Fern\u00e1ndez Luna,1996-05-22,Spain,Forward,right,185
3263,Enrique,Fornos Dom\u00ednguez,1997-01-01,Spain,Defender,right,181
3264,Imanol,Sarriegi Isasa,1995-04-27,Spain,Midfielder,right,182
3265,Sergio,Gonz\u00e1lez Test\u00f3n,1995-05-26,Spain,Defender,left,181
3266,Arona,San\u00e9,1995-06-21,Senegal,Midfielder,right,173
3267,Carles,Ale\u00f1\u00e0 Castillo,1998-01-05,Spain,Midfielder,left,180
3268,Keidi,Bare,1997-08-28,Albania,Midfielder,right,174
3269,Alexander,Mesa Travieso,1995-02-05,Spain,Forward,right,178
3270,Daniel,Molina Orta,1996-03-14,Spain,Midfielder,left,183
3271,Borja,Herrera Gonz\u00e1lez,1993-01-08,Spain,Defender,left,178
3272,Juan,Soriano Oropesa,1997-08-23,Spain,Goalkeeper,left,185
3273,Antonio,Montoro Rodr\u00edguez,1997-05-10,Spain,Defender,right,0
3274,Jos\u00e9 Manuel,Arn\u00e1iz D\u00edaz,1995-04-15,Spain,Forward,right,175
3275,\u00c1lvaro,Tejero Sacrist\u00e1n,1996-07-20,Spain,Defender,right,174
3276,Markel,Areitio Cedr\u00fan,1996-09-07,Spain,Goalkeeper,right,180
3277,Unai,Sim\u00f3n Mendibil,1997-06-11,Spain,Goalkeeper,right,190
3278,Andoni,L\u00f3pez Saratxo,1996-04-05,Spain,Defender,left,187
3279,Oriol,Busquets Mas,1999-01-20,Spain,Midfielder,right,185
3280,\u00d3scar,Rodr\u00edguez Arnaiz,1998-06-28,Spain,Midfielder,right,174
3281,Manuel,Morlanes Ari\u00f1o,1999-01-12,Spain,Midfielder,right,178
3282,Luca Zinedine,Zidane,1998-05-13,France,Goalkeeper,right,183
3283,Aitor,Ruibal Garc\u00eda,1996-03-22,Spain,Forward,right,176
3284,Gonzalo,Villar del Fraile,1998-03-23,Spain,Midfielder,right,180
3285,Victor,Pastrana Carrasco,1996-09-27,Spain,Midfielder,left,179
3286,Javier,Jim\u00e9nez Garc\u00eda,1997-03-11,Spain,Defender,right,182
3287,Antonio,Moya Vega,1998-03-20,Spain,Midfielder,right,0
3288,Diego,Alende L\u00f3pez,1997-08-25,Spain,Defender,right,180
3289,Christian,Rivera Hern\u00e1ndez,1997-07-09,Spain,Midfielder,right,191
3290,Aly,Abeid,1997-12-11,Saudi Arabia,Defender,left,174
3291,Francesc,Regis Cresp\u00ed,1996-09-30,Spain,Forward,right,0
3292,Carlos Isaac,Mu\u00f1oz Obejero,1998-04-30,Spain,Defender,right,184
3293,Pau,Francisco Torres,1997-01-16,Spain,Defender,left,191
3294,Dar\u00edo,Poveda Romera,1997-03-13,Spain,Forward,right,185
3295,Adri\u00e1n,L\u00f3pez Garrote,1999-01-09,Spain,Goalkeeper,right,185
3296,Juan Cruz,Ag\u00fcero N\u00fa\u00f1ez,1999-05-27,Spain,Midfielder,left,0
3297,Alberto,Redondo Guijarro,1997-05-22,Spain,Defender,right,0
3298,Javier,Ontiveros Parra,1997-09-09,Spain,Midfielder,right,170
3299,Aritz,Castro P\u00e9rez,1998-05-20,Spain,Goalkeeper,right,179
3300,Giovanni,Navarro Sol\u00e9,1999-06-23,Spain,Forward,left,0
3301,Andoni,Zubiaurre Dorronsoro,1996-12-04,Spain,Goalkeeper,left,188
3302,Imanol,Garc\u00eda Lugea,1995-12-26,Spain,Midfielder,right,178
3303,Francisco,Feuillassier \u00c1balo,1998-05-12,Argentina,Midfielder,right,172
3304,Alejandro,Dos Santos Ferreira,1999-01-15,Brazil,Goalkeeper,right,185
3305,Jos\u00e9,Alonso Lara,2000-03-07,Spain,Midfielder,right,167
3306,Diego,Varela Pamp\u00edn,2000-03-15,Spain,Defender,left,173
3307,Jose Carlos,Sanchez Gonzalez,1998-08-24,Spain,Midfielder,right,177
3308,Ander,Guevara Lajo,1997-07-07,Spain,Midfielder,right,180
3309,Leonardo,Miramar Rocha,1997-05-23,Portugal,Forward,right,198
3310,Alejandro Miguel,Mula Sanchez,1996-07-23,Spain,Midfielder,right,178
3311,Eduardo,Exp\u00f3sito Ja\u00e9n,1996-08-01,Spain,Midfielder,right,178
3312,Mujaid,Sadick Aliu,2000-03-14,Spain,Defender,"""""",180
3313,V\u00edctor,San Bartolom\u00e9 Prieto,1999-10-26,Spain,Midfielder,right,0
3314,Carlos,Redruello Nimo,1997-06-23,Spain,Defender,left,183
3315,Fabio,Gonz\u00e1lez Estupi\u00f1an,1997-02-12,Spain,Midfielder,right,176
3316,Ioritz,Landeta Batiz,1995-10-10,Spain,Goalkeeper,"""""",193
3317,Daniel,Vivian Moreno,1999-07-05,Spain,Defender,"""""",183
3318,Francisco,Barbosa Vieites,1999-05-07,Spain,Goalkeeper,"""""",0
3319,Francisco Guillermo,Ochoa Maga\u00f1a,1985-07-13,Mexico,Goalkeeper,right,183
3320,Roman,Zozulya,1989-11-17,Ukraine,Forward,right,175
3321,David,Costas Cordal,1995-03-26,Spain,Defender,right,184
3322,Dejan,Dra\u017ei\u0107,1995-09-26,Serbia,Midfielder,right,178
3323,Alejandro,Pozo Pozo,1999-02-22,Spain,Midfielder,right,173
3324,Izet,Hajrovi\u0107,1991-08-04,Switzerland,Midfielder,left,177
3325,Wesley,Sneijder,1984-06-09,Netherlands,Midfielder,right,171
3326,Ra\u00efs,M'Bolhi Ouhab,1986-04-25,France,Goalkeeper,right,188
3327,Konstantinos,Mitroglou,1988-03-12,Greece,Forward,left,188
3328,Sloan,Privat,1989-07-24,French Guiana,Forward,right,186
3329,Emmanuel,Bourgaud,1987-10-25,France,Midfielder,right,179
3330,Romain,Thomas,1988-06-12,France,Defender,left,193
3331,K\u00e9vin,B\u00e9rigaud,1988-05-09,France,Forward,right,176
3332,Emmanuel,Imorou,1988-09-16,France,Defender,left,181
3333,Alexander,Toft S\u00f8derlund,1987-08-03,Norway,Forward,right,187
3334,Jonathan,Delaplace,1986-03-20,France,Midfielder,right,167
3335,J\u00e9r\u00e9my,Grimm,1987-03-27,France,Midfielder,right,181
3336,Saliou,Ciss,1989-06-15,Senegal,Defender,left,175
3337,Jimmy,Giraudon,1992-01-16,France,Defender,right,184
3338,Chris,Philipps,1994-03-08,Luxembourg,Midfielder,right,182
3339,Mohamed Youcef,Bela\u00efli,1992-03-14,Algeria,Forward,right,178
3340,Pierrick,Capelle,1987-04-15,France,Midfielder,left,181
3341,Ernest,Seka,1987-06-22,France,Defender,right,185
3342,Rapha\u00ebl,Adiceam,1990-07-03,France,Goalkeeper,"""""",179
3343,Kevin,Rimane,1991-02-23,French Guiana,Defender,right,180
3344,Christopher,H\u00e9relle,1992-08-22,France,Defender,right,188
3345,Rachid,Ghezzal,1992-05-09,France,Midfielder,left,182
3346,Dimitri,Li\u00e9nard,1988-02-13,France,Midfielder,left,184
3347,Pablo,Martinez,1989-02-21,France,Defender,left,182
3348,Quentin,Beunardeau,1994-02-27,France,Goalkeeper,right,184
3349,Jordan,Ikoko,1994-02-03,France,Defender,right,177
3350,Adrien,Tameze,1994-11-04,France,Midfielder,right,180
3351,Karim,Azamoum,1990-01-17,France,Midfielder,right,178
3352,\u00c1d\u00e1m,Lang,1993-01-17,Hungary,Defender,right,188
3353,Bryan,Pel\u00e9,1992-03-25,France,Midfielder,left,169
3354,Florent,Mollet,1991-11-19,France,Midfielder,right,170
3355,Jordan,Mari\u00e9,1991-09-29,France,Midfielder,right,177
3356,Ibrahim,Amadou,1993-04-06,Cameroon,Midfielder,right,184
3357,Arnold,Bouka Moutou,1988-11-28,France,Defender,left,176
3358,Santy,Ngom,1993-03-07,France,Forward,right,181
3359,Ga\u00ebtan,Laborde,1994-05-03,France,Forward,left,182
3360,Guessouma,Fofana,1992-12-17,France,Midfielder,right,184
3361,Yassine,Benzia,1994-09-08,France,Forward,right,178
3362,Fouad,Chafik,1986-10-16,France,Defender,right,183
3363,Ruben,Aguilar,1993-04-26,France,Defender,right,172
3364,Thomas,Tour\u00e9,1993-12-27,France,Forward,right,175
3365,Opa,Nguette,1994-07-08,France,Forward,right,182
3366,Nabil,Fekir,1993-07-18,France,Midfielder,left,173
3367,Carlos Miguel,Ribeiro Dias,1993-02-26,Portugal,Midfielder,right,183
3368,Mehdi Jean,Tahrat,1990-01-24,France,Defender,right,193
3369,Th\u00e9o,Pellenard,1994-03-04,France,Defender,left,184
3370,Christopher,Martins Pereira,1997-02-19,Luxembourg,Midfielder,right,188
3371,Adri\u00e1n Luciano,Santos Sahibeddine,1994-08-09,France,Forward,"""""",179
3372,Brian Leonel,Fern\u00e1ndez,1994-09-26,Argentina,Forward,right,172
3373,Benjamin,Kantie Karamoko,1995-05-17,France,Defender,right,192
3374,Anthony,Walongwa,1993-10-15,France,Defender,right,182
3375,Lo\u00efs,Diony,1992-12-20,France,Forward,right,183
3376,Hamari,Traor\u00e9,1992-01-27,Mali,Defender,right,175
3377,Afonso,Mendes Ribeiro Figueiredo,1993-01-06,Portugal,Defender,left,169
3378,Harisson,Manzala,1994-03-06,France,Midfielder,right,177
3379,Benjamin,Bourigeaud,1994-01-14,France,Midfielder,right,178
3380,J\u00e9r\u00f4me,Prior,1995-08-08,France,Goalkeeper,right,187
3381,Wylan,Cyprien,1995-01-28,Guadeloupe,Midfielder,right,180
3382,Thomas,Didillon,1995-11-28,France,Goalkeeper,right,193
3383,Gnaly Maxwell,Cornet,1996-09-27,C\u00f4te d'Ivoire,Forward,left,179
3384,Yann,Bodiger,1995-02-09,France,Midfielder,left,188
3385,Najib,Gandi,1994-06-23,France,Midfielder,"""""",0
3386,Florian,Escales,1996-02-03,France,Goalkeeper,left,184
3387,Adrien,Hunou,1994-01-19,France,Midfielder,right,176
3388,Gautier,Lloris,1995-07-18,France,Defender,left,191
3389,S\u00e9ga,Coulibaly,1996-06-09,Mali,Defender,right,184
3390,Dorian,Grange,1996-05-10,France,Goalkeeper,right,184
3391,Jessy,Benet,1995-06-24,France,Midfielder,left,186
3392,Dylan,Mboumbouni,1996-02-20,France,Defender,right,182
3393,Thiago,Maia Alencar,1997-03-23,Brazil,Midfielder,left,179
3394,Valentin,Rongier,1994-12-07,France,Midfielder,right,172
3395,Dylan,Bahamboula,1995-05-22,France,Midfielder,right,185
3396,Makan,Macalou,1996-02-07,France,Forward,right,185
